Entity,Code,Year,Renewables (TWh – sub method)
Ireland,IRL,1985,2.326
Ireland,IRL,1986,2.552
Ireland,IRL,1987,1.906
Ireland,IRL,1988,2.423
Ireland,IRL,1989,1.938
Ireland,IRL,1990,1.936
Ireland,IRL,1991,2.072
Ireland,IRL,1992,2.283
Ireland,IRL,1993,2.167
Ireland,IRL,1994,2.608
Ireland,IRL,1995,2.025
Ireland,IRL,1996,2.119
Ireland,IRL,1997,2.247
Ireland,IRL,1998,3.25
Ireland,IRL,1999,3.122
Ireland,IRL,2000,3.292
Ireland,IRL,2001,2.834
Ireland,IRL,2002,3.787
Ireland,IRL,2003,3.101
Ireland,IRL,2004,3.774
Ireland,IRL,2005,5.04
Ireland,IRL,2006,6.616
Ireland,IRL,2007,7.425
Ireland,IRL,2008,9.471
Ireland,IRL,2009,10.78
Ireland,IRL,2010,9.725
Ireland,IRL,2011,14.057
Ireland,IRL,2012,13.532
Ireland,IRL,2013,14.397
Ireland,IRL,2014,16.254
Ireland,IRL,2015,19.88
Ireland,IRL,2016,18.902
Ireland,IRL,2017,22.192
Ireland,IRL,2018,25.337
Ireland,IRL,2019,28.465
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0.006
Israel,ISR,1982,0.006
Israel,ISR,1983,0.003
Israel,ISR,1984,0.006
Israel,ISR,1985,0.006
Israel,ISR,1986,0.017
Israel,ISR,1987,0.028
Israel,ISR,1988,0.028
Israel,ISR,1989,0.008
Israel,ISR,1990,0.008
Israel,ISR,1991,0.017
Israel,ISR,1992,0.081
Israel,ISR,1993,0.072
Israel,ISR,1994,0.064
Israel,ISR,1995,0.069
Israel,ISR,1996,0.067
Israel,ISR,1997,0.069
Israel,ISR,1998,0.069
Israel,ISR,1999,0.092
Israel,ISR,2000,0.086
Israel,ISR,2001,0.055
Israel,ISR,2002,0.088
Israel,ISR,2003,0.117
Israel,ISR,2004,0.106
Israel,ISR,2005,0.105
Israel,ISR,2006,0.067
Israel,ISR,2007,0.064
Israel,ISR,2008,0.084
Israel,ISR,2009,0.26
Israel,ISR,2010,0.443
Israel,ISR,2011,0.78
Israel,ISR,2012,1.247
Israel,ISR,2013,1.461
Israel,ISR,2014,2.344
Israel,ISR,2015,3.186
Israel,ISR,2016,4.282
Israel,ISR,2017,4.227
Israel,ISR,2018,4.379
Israel,ISR,2019,7.2
Italy,ITA,1965,125.861
Italy,ITA,1966,130.753
Italy,ITA,1967,127.264
Italy,ITA,1968,128.595
Italy,ITA,1969,124.939
Italy,ITA,1970,123.892
Italy,ITA,1971,120.245
Italy,ITA,1972,125.431
Italy,ITA,1973,114.911
Italy,ITA,1974,116.778
Italy,ITA,1975,125.02
Italy,ITA,1976,119.411
Italy,ITA,1977,152.414
Italy,ITA,1978,136.95
Italy,ITA,1979,138.256
Italy,ITA,1980,136.678
Italy,ITA,1981,129.175
Italy,ITA,1982,124.95
Italy,ITA,1983,124.55
Italy,ITA,1984,127.425
Italy,ITA,1985,123.067
Italy,ITA,1986,123.881
Italy,ITA,1987,119.995
Italy,ITA,1988,123.508
Italy,ITA,1989,103.495
Italy,ITA,1990,96.953
Italy,ITA,1991,126.497
Italy,ITA,1992,127.13
Italy,ITA,1993,125.619
Italy,ITA,1994,133.999
Italy,ITA,1995,115.16
Italy,ITA,1996,128.394
Italy,ITA,1997,128.35
Italy,ITA,1998,129.103
Italy,ITA,1999,142.542
Italy,ITA,2000,141.333
Italy,ITA,2001,149.984
Italy,ITA,2002,132.479
Italy,ITA,2003,127.68
Italy,ITA,2004,148.583
Italy,ITA,2005,132.228
Italy,ITA,2006,137.523
Italy,ITA,2007,128.72
Italy,ITA,2008,161.552
Italy,ITA,2009,194.62
Italy,ITA,2010,216.595
Italy,ITA,2011,230.714
Italy,ITA,2012,255.088
Italy,ITA,2013,301.493
Italy,ITA,2014,319.667
Italy,ITA,2015,287.377
Italy,ITA,2016,282.481
Italy,ITA,2017,270.806
Italy,ITA,2018,296.093
Italy,ITA,2019,288.399
Japan,JPN,1965,211.306
Japan,JPN,1966,220.417
Japan,JPN,1967,190.417
Japan,JPN,1968,204.028
Japan,JPN,1969,209.306
Japan,JPN,1970,210.119
Japan,JPN,1971,234.544
Japan,JPN,1972,237.08
Japan,JPN,1973,186.2
Japan,JPN,1974,230.521
Japan,JPN,1975,232.735
Japan,JPN,1976,233.216
Japan,JPN,1977,204.172
Japan,JPN,1978,196.874
Japan,JPN,1979,227.341
Japan,JPN,1980,248.288
Japan,JPN,1981,246.474
Japan,JPN,1982,254.102
Japan,JPN,1983,264.731
Japan,JPN,1984,232.6
Japan,JPN,1985,265.482
Japan,JPN,1986,262.832
Japan,JPN,1987,248.832
Japan,JPN,1988,295.216
Japan,JPN,1989,302.189
Japan,JPN,1990,272.878
Japan,JPN,1991,294.633
Japan,JPN,1992,255.296
Japan,JPN,1993,289.341
Japan,JPN,1994,216.568
Japan,JPN,1995,258.691
Japan,JPN,1996,256.881
Japan,JPN,1997,286.042
Japan,JPN,1998,292.783
Japan,JPN,1999,279.259
Japan,JPN,2000,280.645
Japan,JPN,2001,271.331
Japan,JPN,2002,270.484
Japan,JPN,2003,305.495
Japan,JPN,2004,304.355
Japan,JPN,2005,276.486
Japan,JPN,2006,305.962
Japan,JPN,2007,270.301
Japan,JPN,2008,269.245
Japan,JPN,2009,255.17
Japan,JPN,2010,308.287
Japan,JPN,2011,294.106
Japan,JPN,2012,286.757
Japan,JPN,2013,308.638
Japan,JPN,2014,340.76
Japan,JPN,2015,389.617
Japan,JPN,2016,357.429
Japan,JPN,2017,402.741
Japan,JPN,2018,441.828
Japan,JPN,2019,483.082
Kazakhstan,KAZ,1985,14.474
Kazakhstan,KAZ,1986,13.283
Kazakhstan,KAZ,1987,15.922
Kazakhstan,KAZ,1988,19.421
Kazakhstan,KAZ,1989,20.256
Kazakhstan,KAZ,1990,20.461
Kazakhstan,KAZ,1991,20
Kazakhstan,KAZ,1992,19.072
Kazakhstan,KAZ,1993,21.192
Kazakhstan,KAZ,1994,25.497
Kazakhstan,KAZ,1995,23.142
Kazakhstan,KAZ,1996,20.364
Kazakhstan,KAZ,1997,18.053
Kazakhstan,KAZ,1998,17.058
Kazakhstan,KAZ,1999,17.033
Kazakhstan,KAZ,2000,20.92
Kazakhstan,KAZ,2001,22.302
Kazakhstan,KAZ,2002,24.375
Kazakhstan,KAZ,2003,23.496
Kazakhstan,KAZ,2004,21.809
Kazakhstan,KAZ,2005,21.132
Kazakhstan,KAZ,2006,20.764
Kazakhstan,KAZ,2007,21.705
Kazakhstan,KAZ,2008,19.692
Kazakhstan,KAZ,2009,18.047
Kazakhstan,KAZ,2010,20.916
Kazakhstan,KAZ,2011,20.43
Kazakhstan,KAZ,2012,19.679
Kazakhstan,KAZ,2013,19.806
Kazakhstan,KAZ,2014,21.065
Kazakhstan,KAZ,2015,23.9
Kazakhstan,KAZ,2016,30.142
Kazakhstan,KAZ,2017,29.112
Kazakhstan,KAZ,2018,27.104
Kazakhstan,KAZ,2019,26.69
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0.008
Kuwait,KWT,2015,0.013
Kuwait,KWT,2016,0.123
Kuwait,KWT,2017,0.166
Kuwait,KWT,2018,0.207
Kuwait,KWT,2019,0.396
Latvia,LVA,1985,8.274
Latvia,LVA,1986,8.335
Latvia,LVA,1987,10.275
Latvia,LVA,1988,8.335
Latvia,LVA,1989,10.017
Latvia,LVA,1990,12.489
Latvia,LVA,1991,9.097
Latvia,LVA,1992,7.003
Latvia,LVA,1993,7.989
Latvia,LVA,1994,9.181
Latvia,LVA,1995,8.158
Latvia,LVA,1996,5.169
Latvia,LVA,1997,8.208
Latvia,LVA,1998,11.994
Latvia,LVA,1999,7.664
Latvia,LVA,2000,7.844
Latvia,LVA,2001,7.835
Latvia,LVA,2002,6.814
Latvia,LVA,2003,6.37
Latvia,LVA,2004,8.652
Latvia,LVA,2005,9.186
Latvia,LVA,2006,7.45
Latvia,LVA,2007,7.512
Latvia,LVA,2008,8.479
Latvia,LVA,2009,9.321
Latvia,LVA,2010,9.478
Latvia,LVA,2011,7.977
Latvia,LVA,2012,10.551
Latvia,LVA,2013,9.046
Latvia,LVA,2014,7.035
Latvia,LVA,2015,7.043
Latvia,LVA,2016,8.757
Latvia,LVA,2017,13.654
Latvia,LVA,2018,8.695
Latvia,LVA,2019,8.021
Lithuania,LTU,1985,1.093
Lithuania,LTU,1986,1.068
Lithuania,LTU,1987,1.007
Lithuania,LTU,1988,1.068
Lithuania,LTU,1989,1.068
Lithuania,LTU,1990,1.15
Lithuania,LTU,1991,0.939
Lithuania,LTU,1992,0.864
Lithuania,LTU,1993,1.092
Lithuania,LTU,1994,1.256
Lithuania,LTU,1995,1.036
Lithuania,LTU,1996,0.906
Lithuania,LTU,1997,0.819
Lithuania,LTU,1998,1.158
Lithuania,LTU,1999,1.15
Lithuania,LTU,2000,0.943
Lithuania,LTU,2001,0.904
Lithuania,LTU,2002,0.979
Lithuania,LTU,2003,0.905
Lithuania,LTU,2004,1.158
Lithuania,LTU,2005,1.236
Lithuania,LTU,2006,1.165
Lithuania,LTU,2007,1.542
Lithuania,LTU,2008,1.589
Lithuania,LTU,2009,1.794
Lithuania,LTU,2010,2.375
Lithuania,LTU,2011,2.882
Lithuania,LTU,2012,3.046
Lithuania,LTU,2013,3.906
Lithuania,LTU,2014,3.843
Lithuania,LTU,2015,4.249
Lithuania,LTU,2016,5.252
Lithuania,LTU,2017,6.341
Lithuania,LTU,2018,5.331
Lithuania,LTU,2019,6.039
Luxembourg,LUX,1965,0.24
Luxembourg,LUX,1966,0.216
Luxembourg,LUX,1967,0.244
Luxembourg,LUX,1968,0.249
Luxembourg,LUX,1969,0.217
Luxembourg,LUX,1970,0.239
Luxembourg,LUX,1971,0.135
Luxembourg,LUX,1972,0.16
Luxembourg,LUX,1973,0.141
Luxembourg,LUX,1974,0.208
Luxembourg,LUX,1975,0.18
Luxembourg,LUX,1976,0.113
Luxembourg,LUX,1977,0.255
Luxembourg,LUX,1978,0.249
Luxembourg,LUX,1979,0.271
Luxembourg,LUX,1980,0.281
Luxembourg,LUX,1981,0.306
Luxembourg,LUX,1982,0.277
Luxembourg,LUX,1983,0.271
Luxembourg,LUX,1984,0.291
Luxembourg,LUX,1985,0.243
Luxembourg,LUX,1986,0.286
Luxembourg,LUX,1987,0.339
Luxembourg,LUX,1988,0.319
Luxembourg,LUX,1989,0.247
Luxembourg,LUX,1990,0.229
Luxembourg,LUX,1991,0.272
Luxembourg,LUX,1992,0.227
Luxembourg,LUX,1993,0.227
Luxembourg,LUX,1994,0.281
Luxembourg,LUX,1995,0.299
Luxembourg,LUX,1996,0.21
Luxembourg,LUX,1997,0.286
Luxembourg,LUX,1998,0.397
Luxembourg,LUX,1999,0.338
Luxembourg,LUX,2000,0.474
Luxembourg,LUX,2001,0.463
Luxembourg,LUX,2002,0.415
Luxembourg,LUX,2003,0.385
Luxembourg,LUX,2004,0.528
Luxembourg,LUX,2005,0.562
Luxembourg,LUX,2006,0.657
Luxembourg,LUX,2007,0.703
Luxembourg,LUX,2008,0.745
Luxembourg,LUX,2009,0.703
Luxembourg,LUX,2010,0.699
Luxembourg,LUX,2011,0.637
Luxembourg,LUX,2012,0.793
Luxembourg,LUX,2013,0.948
Luxembourg,LUX,2014,1.012
Luxembourg,LUX,2015,1.09
Luxembourg,LUX,2016,1.15
Luxembourg,LUX,2017,1.501
Luxembourg,LUX,2018,1.701
Luxembourg,LUX,2019,1.918
Malaysia,MYS,1965,1.631
Malaysia,MYS,1966,1.922
Malaysia,MYS,1967,2.014
Malaysia,MYS,1968,2.233
Malaysia,MYS,1969,2.817
Malaysia,MYS,1970,3.339
Malaysia,MYS,1971,2.906
Malaysia,MYS,1972,3.206
Malaysia,MYS,1973,3.078
Malaysia,MYS,1974,2.794
Malaysia,MYS,1975,2.792
Malaysia,MYS,1976,2.633
Malaysia,MYS,1977,2.136
Malaysia,MYS,1978,2.511
Malaysia,MYS,1979,3.065
Malaysia,MYS,1980,3.913
Malaysia,MYS,1981,4.337
Malaysia,MYS,1982,4.174
Malaysia,MYS,1983,4.859
Malaysia,MYS,1984,9.587
Malaysia,MYS,1985,10.468
Malaysia,MYS,1986,11.446
Malaysia,MYS,1987,13.794
Malaysia,MYS,1988,15.914
Malaysia,MYS,1989,14.707
Malaysia,MYS,1990,11.185
Malaysia,MYS,1991,12.359
Malaysia,MYS,1992,11.906
Malaysia,MYS,1993,13.481
Malaysia,MYS,1994,18.008
Malaysia,MYS,1995,17.272
Malaysia,MYS,1996,14.4
Malaysia,MYS,1997,11.592
Malaysia,MYS,1998,12.381
Malaysia,MYS,1999,20.978
Malaysia,MYS,2000,21.014
Malaysia,MYS,2001,18.325
Malaysia,MYS,2002,15.956
Malaysia,MYS,2003,15.002
Malaysia,MYS,2004,16.646
Malaysia,MYS,2005,17.752
Malaysia,MYS,2006,18.569
Malaysia,MYS,2007,17.841
Malaysia,MYS,2008,22.712
Malaysia,MYS,2009,21.731
Malaysia,MYS,2010,19.878
Malaysia,MYS,2011,24.861
Malaysia,MYS,2012,27.714
Malaysia,MYS,2013,33.394
Malaysia,MYS,2014,36.413
Malaysia,MYS,2015,37.815
Malaysia,MYS,2016,53.047
Malaysia,MYS,2017,69.853
Malaysia,MYS,2018,69.027
Malaysia,MYS,2019,71.139
Mexico,MEX,1965,24.619
Mexico,MEX,1966,28.106
Mexico,MEX,1967,30.603
Mexico,MEX,1968,35.117
Mexico,MEX,1969,37.239
Mexico,MEX,1970,41.681
Mexico,MEX,1971,40.478
Mexico,MEX,1972,43.142
Mexico,MEX,1973,45.922
Mexico,MEX,1974,47.697
Mexico,MEX,1975,43.611
Mexico,MEX,1976,49.539
Mexico,MEX,1977,54.958
Mexico,MEX,1978,46.708
Mexico,MEX,1979,52.853
Mexico,MEX,1980,49.514
Mexico,MEX,1981,71.061
Mexico,MEX,1982,67.278
Mexico,MEX,1983,61.35
Mexico,MEX,1984,69.52
Mexico,MEX,1985,83.523
Mexico,MEX,1986,68.588
Mexico,MEX,1987,65.842
Mexico,MEX,1988,73.525
Mexico,MEX,1989,83.414
Mexico,MEX,1990,82.242
Mexico,MEX,1991,79.058
Mexico,MEX,1992,92.176
Mexico,MEX,1993,92.11
Mexico,MEX,1994,73.611
Mexico,MEX,1995,94.514
Mexico,MEX,1996,104.258
Mexico,MEX,1997,89.62
Mexico,MEX,1998,85.427
Mexico,MEX,1999,107.768
Mexico,MEX,2000,109.61
Mexico,MEX,2001,95.787
Mexico,MEX,2002,85.813
Mexico,MEX,2003,73.997
Mexico,MEX,2004,88.813
Mexico,MEX,2005,97.523
Mexico,MEX,2006,102.585
Mexico,MEX,2007,96.223
Mexico,MEX,2008,126.145
Mexico,MEX,2009,92.663
Mexico,MEX,2010,120.784
Mexico,MEX,2011,118.549
Mexico,MEX,2012,110.542
Mexico,MEX,2013,102.728
Mexico,MEX,2014,135.999
Mexico,MEX,2015,121.778
Mexico,MEX,2016,124.545
Mexico,MEX,2017,130.771
Mexico,MEX,2018,140.868
Mexico,MEX,2019,154.825
Morocco,MAR,1965,3.369
Morocco,MAR,1966,2.928
Morocco,MAR,1967,2.589
Morocco,MAR,1968,2.939
Morocco,MAR,1969,3.8
Morocco,MAR,1970,3.739
Morocco,MAR,1971,4.222
Morocco,MAR,1972,4.433
Morocco,MAR,1973,3.311
Morocco,MAR,1974,3.714
Morocco,MAR,1975,2.822
Morocco,MAR,1976,2.772
Morocco,MAR,1977,3.792
Morocco,MAR,1978,3.933
Morocco,MAR,1979,4.394
Morocco,MAR,1980,4.208
Morocco,MAR,1981,2.844
Morocco,MAR,1982,1.589
Morocco,MAR,1983,1.336
Morocco,MAR,1984,1.017
Morocco,MAR,1985,1.35
Morocco,MAR,1986,1.786
Morocco,MAR,1987,2.292
Morocco,MAR,1988,2.6
Morocco,MAR,1989,3.214
Morocco,MAR,1990,3.389
Morocco,MAR,1991,3.406
Morocco,MAR,1992,2.678
Morocco,MAR,1993,1.231
Morocco,MAR,1994,2.333
Morocco,MAR,1995,1.697
Morocco,MAR,1996,5.436
Morocco,MAR,1997,5.786
Morocco,MAR,1998,4.936
Morocco,MAR,1999,2.292
Morocco,MAR,2000,2.172
Morocco,MAR,2001,2.948
Morocco,MAR,2002,2.841
Morocco,MAR,2003,4.481
Morocco,MAR,2004,4.846
Morocco,MAR,2005,3.15
Morocco,MAR,2006,3.116
Morocco,MAR,2007,3.137
Morocco,MAR,2008,3.205
Morocco,MAR,2009,7.764
Morocco,MAR,2010,10.76
Morocco,MAR,2011,6.991
Morocco,MAR,2012,6.076
Morocco,MAR,2013,10.241
Morocco,MAR,2014,9.063
Morocco,MAR,2015,11.157
Morocco,MAR,2016,11.712
Morocco,MAR,2017,11.587
Morocco,MAR,2018,16.116
Morocco,MAR,2019,18.679
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,2.231
Netherlands,NLD,1976,2.422
Netherlands,NLD,1977,2.408
Netherlands,NLD,1978,3.364
Netherlands,NLD,1979,3.072
Netherlands,NLD,1980,2.844
Netherlands,NLD,1981,3.014
Netherlands,NLD,1982,0.736
Netherlands,NLD,1983,0.642
Netherlands,NLD,1984,0.047
Netherlands,NLD,1985,1.233
Netherlands,NLD,1986,1.547
Netherlands,NLD,1987,1.958
Netherlands,NLD,1988,2.369
Netherlands,NLD,1989,2.667
Netherlands,NLD,1990,2.253
Netherlands,NLD,1991,2.617
Netherlands,NLD,1992,2.833
Netherlands,NLD,1993,3.139
Netherlands,NLD,1994,3.547
Netherlands,NLD,1995,3.953
Netherlands,NLD,1996,5.097
Netherlands,NLD,1997,5.644
Netherlands,NLD,1998,6.517
Netherlands,NLD,1999,7.025
Netherlands,NLD,2000,8.312
Netherlands,NLD,2001,9.144
Netherlands,NLD,2002,10.911
Netherlands,NLD,2003,10.811
Netherlands,NLD,2004,14.403
Netherlands,NLD,2005,20.082
Netherlands,NLD,2006,22.044
Netherlands,NLD,2007,24.057
Netherlands,NLD,2008,28.393
Netherlands,NLD,2009,32.836
Netherlands,NLD,2010,31.976
Netherlands,NLD,2011,35.802
Netherlands,NLD,2012,36.273
Netherlands,NLD,2013,35.05
Netherlands,NLD,2014,34.226
Netherlands,NLD,2015,38.449
Netherlands,NLD,2016,40.107
Netherlands,NLD,2017,48.332
Netherlands,NLD,2018,54.214
Netherlands,NLD,2019,63.785
New Zealand,NZL,1965,31.574
New Zealand,NZL,1966,33.79
New Zealand,NZL,1967,34.319
New Zealand,NZL,1968,36.301
New Zealand,NZL,1969,36.009
New Zealand,NZL,1970,38.732
New Zealand,NZL,1971,43.472
New Zealand,NZL,1972,45.893
New Zealand,NZL,1973,45.388
New Zealand,NZL,1974,47.08
New Zealand,NZL,1975,51.251
New Zealand,NZL,1976,47.874
New Zealand,NZL,1977,45.497
New Zealand,NZL,1978,48.171
New Zealand,NZL,1979,55.56
New Zealand,NZL,1980,58.38
New Zealand,NZL,1981,59.164
New Zealand,NZL,1982,55.425
New Zealand,NZL,1983,59.496
New Zealand,NZL,1984,61.655
New Zealand,NZL,1985,59.441
New Zealand,NZL,1986,66.282
New Zealand,NZL,1987,65.798
New Zealand,NZL,1988,68.696
New Zealand,NZL,1989,68.944
New Zealand,NZL,1990,71.65
New Zealand,NZL,1991,71.332
New Zealand,NZL,1992,66.262
New Zealand,NZL,1993,73.27
New Zealand,NZL,1994,79.374
New Zealand,NZL,1995,83.937
New Zealand,NZL,1996,80.047
New Zealand,NZL,1997,72.192
New Zealand,NZL,1998,78.964
New Zealand,NZL,1999,72.966
New Zealand,NZL,2000,77.874
New Zealand,NZL,2001,69.339
New Zealand,NZL,2002,77.335
New Zealand,NZL,2003,73.227
New Zealand,NZL,2004,83.418
New Zealand,NZL,2005,74.162
New Zealand,NZL,2006,75.068
New Zealand,NZL,2007,76.118
New Zealand,NZL,2008,74.28
New Zealand,NZL,2009,81.632
New Zealand,NZL,2010,85.484
New Zealand,NZL,2011,87.452
New Zealand,NZL,2012,81.741
New Zealand,NZL,2013,82.045
New Zealand,NZL,2014,87.536
New Zealand,NZL,2015,89.439
New Zealand,NZL,2016,92.414
New Zealand,NZL,2017,89.466
New Zealand,NZL,2018,91.486
New Zealand,NZL,2019,90.12
North America,,1965,942.382
North America,,1966,986.437
North America,,1967,1072.877
North America,,1968,1090.397
North America,,1969,1211.944
North America,,1970,1230.196
North America,,1971,1294.088
North America,,1972,1373.776
North America,,1973,1414.969
North America,,1974,1543.132
North America,,1975,1511.499
North America,,1976,1510.049
North America,,1977,1362.208
North America,,1978,1567.247
North America,,1979,1600.513
North America,,1980,1608.144
North America,,1981,1631.619
North America,,1982,1739.136
North America,,1983,1829.476
North America,,1984,1879.672
North America,,1985,1830.51
North America,,1986,1869.134
North America,,1987,1778.646
North America,,1988,1686.609
North America,,1989,1805.34
North America,,1990,1912.599
North America,,1991,1940.085
North America,,1992,1891.198
North America,,1993,1999.255
North America,,1994,1946.655
North America,,1995,2125.679
North America,,1996,2289.841
North America,,1997,2293.088
North America,,1998,2149.378
North America,,1999,2203.68
North America,,2000,2124.991
North America,,2001,1864.856
North America,,2002,2056.828
North America,,2003,2046.896
North America,,2004,2064.932
North America,,2005,2161.39
North America,,2006,2252.576
North America,,2007,2222.919
North America,,2008,2410.364
North America,,2009,2488.096
North America,,2010,2533.582
North America,,2011,2839.649
North America,,2012,2796.961
North America,,2013,2912.462
North America,,2014,2966.57
North America,,2015,3013.93
North America,,2016,3228.248
North America,,2017,3451.284
North America,,2018,3488.209
North America,,2019,3536.563
North Macedonia,MKD,1990,1.364
North Macedonia,MKD,1991,2.356
North Macedonia,MKD,1992,2.356
North Macedonia,MKD,1993,1.45
North Macedonia,MKD,1994,1.931
North Macedonia,MKD,1995,2.225
North Macedonia,MKD,1996,2.361
North Macedonia,MKD,1997,2.5
North Macedonia,MKD,1998,3.008
North Macedonia,MKD,1999,3.858
North Macedonia,MKD,2000,3.25
North Macedonia,MKD,2001,1.728
North Macedonia,MKD,2002,2.076
North Macedonia,MKD,2003,3.743
North Macedonia,MKD,2004,4.012
North Macedonia,MKD,2005,4.013
North Macedonia,MKD,2006,4.41
North Macedonia,MKD,2007,2.683
North Macedonia,MKD,2008,2.217
North Macedonia,MKD,2009,3.332
North Macedonia,MKD,2010,6.339
North Macedonia,MKD,2011,3.717
North Macedonia,MKD,2012,2.689
North Macedonia,MKD,2013,4.079
North Macedonia,MKD,2014,3.287
North Macedonia,MKD,2015,5.132
North Macedonia,MKD,2016,5.197
North Macedonia,MKD,2017,3.24
North Macedonia,MKD,2018,4.885
North Macedonia,MKD,2019,3.328
Norway,NOR,1965,137.367
Norway,NOR,1966,135.4
Norway,NOR,1967,148.058
Norway,NOR,1968,167.236
Norway,NOR,1969,159.364
Norway,NOR,1970,160.578
Norway,NOR,1971,175.681
Norway,NOR,1972,187.27
Norway,NOR,1973,202.408
Norway,NOR,1974,212.77
Norway,NOR,1975,214.806
Norway,NOR,1976,227.592
Norway,NOR,1977,200.061
Norway,NOR,1978,224.184
Norway,NOR,1979,246.384
Norway,NOR,1980,232.259
Norway,NOR,1981,257.872
Norway,NOR,1982,256.942
Norway,NOR,1983,293.578
Norway,NOR,1984,294.175
Norway,NOR,1985,284.411
Norway,NOR,1986,267.297
Norway,NOR,1987,286.928
Norway,NOR,1988,302.456
Norway,NOR,1989,328.97
Norway,NOR,1990,337.106
Norway,NOR,1991,306.509
Norway,NOR,1992,324.717
Norway,NOR,1993,331.878
Norway,NOR,1994,310.87
Norway,NOR,1995,338.386
Norway,NOR,1996,289.347
Norway,NOR,1997,305.6
Norway,NOR,1998,322.147
Norway,NOR,1999,338.165
Norway,NOR,2000,394.749
Norway,NOR,2001,333.245
Norway,NOR,2002,355.537
Norway,NOR,2003,288.88
Norway,NOR,2004,296.162
Norway,NOR,2005,367.26
Norway,NOR,2006,321.824
Norway,NOR,2007,358.438
Norway,NOR,2008,370.52
Norway,NOR,2009,331.854
Norway,NOR,2010,307.62
Norway,NOR,2011,315.955
Norway,NOR,2012,369.933
Norway,NOR,2013,333.96
Norway,NOR,2014,351.009
Norway,NOR,2015,354.386
Norway,NOR,2016,364.119
Norway,NOR,2017,362.65
Norway,NOR,2018,355.801
Norway,NOR,2019,324.799
Oman,OMN,1965,0
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0.003
Oman,OMN,2014,0.003
Oman,OMN,2015,0.009
Oman,OMN,2016,0.009
Oman,OMN,2017,0.009
Oman,OMN,2018,0.009
